Date/time,Syslog priority,Operation,Message code,Protocol,Source IP,Destination IP,Source hostname,Destination hostname,Source port,Destination port,Destination service,Direction,Connections built,Connections torn down
06/Apr/2012 17:40:41,Info,Built,ASA-6-302013,TCP,172.23.238.70,10.32.5.51,(empty),(empty),49197,6667,6667_tcp,outbound,1,0
06/Apr/2012 17:40:41,Info,Teardown,ASA-6-302014,TCP,172.23.238.76,10.32.5.52,(empty),(empty),49194,6667,6667_tcp,outbound,0,1
06/Apr/2012 17:40:41,Info,Teardown,ASA-6-302014,TCP,172.23.238.226,10.32.5.58,(empty),(empty),49193,6667,6667_tcp,outbound,0,1
06/Apr/2012 17:40:41,Info,Built,ASA-6-302013,TCP,172.23.238.129,10.32.5.58,(empty),(empty),49198,6667,6667_tcp,outbound,1,0
06/Apr/2012 17:40:41,Info,Built,ASA-6-302013,TCP,172.23.238.77,10.32.5.52,(empty),(empty),49199,6667,6667_tcp,outbound,1,0
06/Apr/2012 17:40:41,Info,Built,ASA-6-302013,TCP,172.23.238.222,10.32.5.56,(empty),(empty),49200,6667,6667_tcp,outbound,1,0
06/Apr/2012 17:40:41,Info,Built,ASA-6-302013,TCP,172.23.238.221,10.32.5.56,(empty),(empty),49202,6667,6667_tcp,outbound,1,0
06/Apr/2012 17:40:41,Info,Built,ASA-6-302013,TCP,172.23.238.220,10.32.5.52,(empty),(empty),49201,6667,6667_tcp,outbound,1,0
06/Apr/2012 17:40:41,Info,Built,ASA-6-302013,TCP,172.23.238.128,10.32.5.52,(empty),(empty),49203,6667,6667_tcp,outbound,1,0
06/Apr/2012 17:40:41,Info,Teardown,ASA-6-302014,TCP,172.23.238.70,10.32.5.51,(empty),(empty),49197,6667,6667_tcp,outbound,0,1
06/Apr/2012 17:40:41,Info,Teardown,ASA-6-302014,TCP,172.23.238.223,10.32.5.57,(empty),(empty),49195,6667,6667_tcp,outbound,0,1
06/Apr/2012 17:40:41,Info,Teardown,ASA-6-302014,TCP,172.23.238.229,10.32.5.51,(empty),(empty),49196,6667,6667_tcp,outbound,0,1
06/Apr/2012 17:40:41,Info,Teardown,ASA-6-302014,TCP,172.23.238.77,10.32.5.52,(empty),(empty),49199,6667,6667_tcp,outbound,0,1
06/Apr/2012 17:40:41,Info,Teardown,ASA-6-302014,TCP,172.23.238.222,10.32.5.56,(empty),(empty),49200,6667,6667_tcp,outbound,0,1
06/Apr/2012 17:40:41,Info,Teardown,ASA-6-302014,TCP,172.23.238.129,10.32.5.58,(empty),(empty),49198,6667,6667_tcp,outbound,0,1
06/Apr/2012 17:40:41,Info,Built,ASA-6-302013,TCP,172.23.238.120,10.32.5.51,(empty),(empty),49204,6667,6667_tcp,outbound,1,0
06/Apr/2012 17:40:41,Info,Teardown,ASA-6-302014,TCP,172.23.238.220,10.32.5.52,(empty),(empty),49201,6667,6667_tcp,outbound,0,1
06/Apr/2012 17:40:41,Info,Teardown,ASA-6-302014,TCP,172.23.238.221,10.32.5.56,(empty),(empty),49202,6667,6667_tcp,outbound,0,1
06/Apr/2012 17:40:41,Info,Teardown,ASA-6-302014,TCP,172.23.238.128,10.32.5.52,(empty),(empty),49203,6667,6667_tcp,outbound,0,1
06/Apr/2012 17:40:41,Info,Teardown,ASA-6-302014,TCP,172.23.238.120,10.32.5.51,(empty),(empty),49204,6667,6667_tcp,outbound,0,1
06/Apr/2012 17:40:41,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,(empty),(empty),6667,17317,17317_tcp,inbound,0,0
06/Apr/2012 17:40:41,Info,Built,ASA-6-302013,TCP,172.23.238.125,10.32.5.50,(empty),(empty),49205,6667,6667_tcp,outbound,1,0
06/Apr/2012 17:40:41,Info,Teardown,ASA-6-302014,TCP,172.23.238.125,10.32.5.50,(empty),(empty),49205,6667,6667_tcp,outbound,0,1
06/Apr/2012 17:40:41,Info,Built,ASA-6-302013,TCP,172.23.238.75,10.32.5.54,(empty),(empty),49206,6667,6667_tcp,outbound,1,0
06/Apr/2012 17:40:41,Info,Built,ASA-6-302013,TCP,172.23.238.225,10.32.5.52,(empty),(empty),49207,6667,6667_tcp,outbound,1,0
06/Apr/2012 17:40:41,Info,Teardown,ASA-6-302014,TCP,172.23.238.225,10.32.5.52,(empty),(empty),49207,6667,6667_tcp,outbound,0,1
06/Apr/2012 17:40:41,Info,Teardown,ASA-6-302014,TCP,172.23.238.75,10.32.5.54,(empty),(empty),49206,6667,6667_tcp,outbound,0,1
06/Apr/2012 17:40:41,Info,Built,ASA-6-302013,TCP,172.23.238.74,10.32.5.50,(empty),(empty),49181,6667,6667_tcp,outbound,1,0
06/Apr/2012 17:40:41,Info,Built,ASA-6-302013,TCP,172.23.238.79,10.32.5.50,(empty),(empty),49187,6667,6667_tcp,outbound,1,0
06/Apr/2012 17:40:41,Info,Built,ASA-6-302013,TCP,172.23.238.227,10.32.5.50,(empty),(empty),49192,6667,6667_tcp,outbound,1,0
06/Apr/2012 17:40:41,Info,Teardown,ASA-6-302014,TCP,172.23.238.74,10.32.5.50,(empty),(empty),49181,6667,6667_tcp,outbound,0,1
06/Apr/2012 17:40:41,Info,Teardown,ASA-6-302014,TCP,172.23.238.79,10.32.5.50,(empty),(empty),49187,6667,6667_tcp,outbound,0,1
06/Apr/2012 17:40:41,Info,Teardown,ASA-6-302014,TCP,172.23.238.227,10.32.5.50,(empty),(empty),49192,6667,6667_tcp,outbound,0,1
06/Apr/2012 17:40:42,Info,Built,ASA-6-302013,TCP,172.23.238.125,10.32.5.50,(empty),(empty),49205,6667,6667_tcp,outbound,1,0
06/Apr/2012 17:40:42,Info,Teardown,ASA-6-302014,TCP,172.23.238.125,10.32.5.50,(empty),(empty),49205,6667,6667_tcp,outbound,0,1
06/Apr/2012 17:40:42,Info,Built,ASA-6-302013,TCP,172.23.238.74,10.32.5.50,(empty),(empty),49181,6667,6667_tcp,outbound,1,0
06/Apr/2012 17:40:42,Info,Built,ASA-6-302013,TCP,172.23.238.79,10.32.5.50,(empty),(empty),49187,6667,6667_tcp,outbound,1,0
06/Apr/2012 17:40:42,Info,Built,ASA-6-302013,TCP,172.23.238.227,10.32.5.50,(empty),(empty),49192,6667,6667_tcp,outbound,1,0
06/Apr/2012 17:40:42,Info,Teardown,ASA-6-302014,TCP,172.23.238.74,10.32.5.50,(empty),(empty),49181,6667,6667_tcp,outbound,0,1
06/Apr/2012 17:40:42,Info,Teardown,ASA-6-302014,TCP,172.23.238.79,10.32.5.50,(empty),(empty),49187,6667,6667_tcp,outbound,0,1
06/Apr/2012 17:40:42,Info,Teardown,ASA-6-302014,TCP,172.23.238.227,10.32.5.50,(empty),(empty),49192,6667,6667_tcp,outbound,0,1
06/Apr/2012 17:40:42,Info,Built,ASA-6-302013,TCP,172.23.238.125,10.32.5.50,(empty),(empty),49205,6667,6667_tcp,outbound,1,0
06/Apr/2012 17:40:42,Info,Teardown,ASA-6-302014,TCP,172.23.238.125,10.32.5.50,(empty),(empty),49205,6667,6667_tcp,outbound,0,1
06/Apr/2012 17:40:45,Info,Built,ASA-6-302013,TCP,172.23.238.226,10.32.5.54,(empty),(empty),49209,80,http,outbound,1,0
06/Apr/2012 17:40:45,Info,Built,ASA-6-302013,TCP,172.23.238.121,10.32.5.57,(empty),(empty),49208,80,http,outbound,1,0
06/Apr/2012 17:40:45,Info,Teardown,ASA-6-302014,TCP,172.23.238.121,10.32.5.57,(empty),(empty),49208,80,http,outbound,0,1
06/Apr/2012 17:40:45,Info,Teardown,ASA-6-302014,TCP,172.23.238.226,10.32.5.54,(empty),(empty),49209,80,http,outbound,0,1
06/Apr/2012 17:41:03,Info,Built,ASA-6-302013,TCP,172.23.238.224,10.32.5.59,(empty),(empty),49210,80,http,outbound,1,0
06/Apr/2012 17:41:03,Info,Teardown,ASA-6-302014,TCP,172.23.238.224,10.32.5.59,(empty),(empty),49210,80,http,outbound,0,1
06/Apr/2012 17:41:06,Info,Built,ASA-6-302013,TCP,172.23.238.78,10.32.5.56,(empty),(empty),49211,80,http,outbound,1,0
06/Apr/2012 17:41:07,Info,Teardown,ASA-6-302014,TCP,172.23.238.78,10.32.5.56,(empty),(empty),49211,80,http,outbound,0,1
06/Apr/2012 17:41:11,Info,Teardown,ASA-6-302014,TCP,172.23.238.122,10.32.5.56,(empty),(empty),49178,6667,6667_tcp,outbound,0,1
06/Apr/2012 17:41:11,Info,Teardown,ASA-6-302014,TCP,172.23.238.123,10.32.5.54,(empty),(empty),49182,6667,6667_tcp,outbound,0,1
06/Apr/2012 17:41:11,Info,Teardown,ASA-6-302014,TCP,172.23.238.126,10.32.5.58,(empty),(empty),49179,6667,6667_tcp,outbound,0,1
06/Apr/2012 17:41:13,Info,(empty),ASA-6-725001,(empty),(empty),(empty),(empty),(empty),(empty),(empty),(empty),(empty),0,0
06/Apr/2012 17:41:13,Info,(empty),ASA-6-725002,(empty),(empty),(empty),(empty),(empty),(empty),(empty),(empty),(empty),0,0
06/Apr/2012 17:41:13,Info,(empty),ASA-6-605005,(empty),(empty),(empty),(empty),(empty),(empty),(empty),(empty),(empty),0,0
06/Apr/2012 17:41:13,Info,(empty),ASA-6-725001,(empty),(empty),(empty),(empty),(empty),(empty),(empty),(empty),(empty),0,0
06/Apr/2012 17:41:13,Info,(empty),ASA-6-725003,(empty),(empty),(empty),(empty),(empty),(empty),(empty),(empty),(empty),0,0
06/Apr/2012 17:41:13,Info,(empty),ASA-6-725002,(empty),(empty),(empty),(empty),(empty),(empty),(empty),(empty),(empty),0,0
06/Apr/2012 17:41:13,Info,(empty),ASA-6-605005,(empty),(empty),(empty),(empty),(empty),(empty),(empty),(empty),(empty),0,0
06/Apr/2012 17:41:13,Info,(empty),ASA-6-725007,(empty),(empty),(empty),(empty),(empty),(empty),(empty),(empty),(empty),0,0
06/Apr/2012 17:41:13,Info,(empty),ASA-6-725007,(empty),(empty),(empty),(empty),(empty),(empty),(empty),(empty),(empty),0,0
06/Apr/2012 17:41:15,Info,Built,ASA-6-302013,TCP,172.23.238.222,10.32.5.50,(empty),(empty),49219,80,http,outbound,1,0
06/Apr/2012 17:41:15,Info,Teardown,ASA-6-302014,TCP,172.23.238.222,10.32.5.50,(empty),(empty),49219,80,http,outbound,0,1
06/Apr/2012 17:41:41,Info,Built,ASA-6-302013,TCP,172.23.0.108,10.32.5.58,(empty),(empty),49227,6667,6667_tcp,outbound,1,0
06/Apr/2012 17:41:41,Info,Built,ASA-6-302013,TCP,172.23.0.108,10.32.5.57,(empty),(empty),49228,6667,6667_tcp,outbound,1,0
06/Apr/2012 17:41:41,Info,Built,ASA-6-302013,TCP,172.23.0.108,10.32.5.50,(empty),(empty),49229,6667,6667_tcp,outbound,1,0
06/Apr/2012 17:41:41,Info,Teardown,ASA-6-302014,TCP,172.23.0.108,10.32.5.50,(empty),(empty),49229,6667,6667_tcp,outbound,0,1
06/Apr/2012 17:41:41,Info,Built,ASA-6-302013,TCP,172.23.0.108,10.32.5.56,(empty),(empty),49230,6667,6667_tcp,outbound,1,0
06/Apr/2012 17:41:41,Info,Built,ASA-6-302013,TCP,172.23.0.108,10.32.5.51,(empty),(empty),49231,6667,6667_tcp,outbound,1,0
06/Apr/2012 17:41:41,Info,Built,ASA-6-302013,TCP,172.23.0.108,10.32.5.59,(empty),(empty),49232,6667,6667_tcp,outbound,1,0
06/Apr/2012 17:41:41,Info,Built,ASA-6-302013,TCP,172.23.0.108,10.32.5.56,(empty),(empty),49233,6667,6667_tcp,outbound,1,0
06/Apr/2012 17:41:41,Info,Built,ASA-6-302013,TCP,172.23.0.108,10.32.5.58,(empty),(empty),49234,6667,6667_tcp,outbound,1,0
06/Apr/2012 17:41:41,Info,Built,ASA-6-302013,TCP,172.23.0.108,10.32.5.56,(empty),(empty),49235,6667,6667_tcp,outbound,1,0
06/Apr/2012 17:41:41,Info,Built,ASA-6-302013,TCP,172.23.0.108,10.32.5.58,(empty),(empty),49236,6667,6667_tcp,outbound,1,0
06/Apr/2012 17:41:41,Info,Built,ASA-6-302013,TCP,172.23.0.108,10.32.5.50,(empty),(empty),49237,6667,6667_tcp,outbound,1,0
06/Apr/2012 17:41:41,Info,Teardown,ASA-6-302014,TCP,172.23.0.108,10.32.5.50,(empty),(empty),49237,6667,6667_tcp,outbound,0,1
06/Apr/2012 17:41:41,Info,Teardown,ASA-6-302014,TCP,172.23.0.108,10.32.5.59,(empty),(empty),49232,6667,6667_tcp,outbound,0,1
06/Apr/2012 17:41:41,Info,Teardown,ASA-6-302014,TCP,172.23.0.108,10.32.5.57,(empty),(empty),49228,6667,6667_tcp,outbound,0,1
06/Apr/2012 17:41:41,Info,Teardown,ASA-6-302014,TCP,172.23.0.108,10.32.5.58,(empty),(empty),49234,6667,6667_tcp,outbound,0,1
06/Apr/2012 17:41:41,Info,Teardown,ASA-6-302014,TCP,172.23.0.108,10.32.5.51,(empty),(empty),49231,6667,6667_tcp,outbound,0,1
06/Apr/2012 17:41:41,Info,Teardown,ASA-6-302014,TCP,172.23.0.108,10.32.5.56,(empty),(empty),49233,6667,6667_tcp,outbound,0,1
06/Apr/2012 17:41:41,Info,Teardown,ASA-6-302014,TCP,172.23.0.108,10.32.5.56,(empty),(empty),49235,6667,6667_tcp,outbound,0,1
06/Apr/2012 17:41:41,Info,Teardown,ASA-6-302014,TCP,172.23.0.108,10.32.5.58,(empty),(empty),49236,6667,6667_tcp,outbound,0,1
06/Apr/2012 17:41:41,Info,Deny,ASA-6-106015,TCP,172.23.0.108,10.32.5.58,(empty),(empty),49236,6667,6667_tcp,(empty),0,0
06/Apr/2012 17:41:41,Info,Built,ASA-6-302013,TCP,172.23.0.108,10.32.5.57,(empty),(empty),49238,6667,6667_tcp,outbound,1,0
06/Apr/2012 17:41:41,Info,Built,ASA-6-302013,TCP,172.23.0.108,10.32.5.58,(empty),(empty),49239,6667,6667_tcp,outbound,1,0
06/Apr/2012 17:41:41,Info,Built,ASA-6-302013,TCP,172.23.0.108,10.32.5.52,(empty),(empty),49240,6667,6667_tcp,outbound,1,0
06/Apr/2012 17:41:41,Info,Teardown,ASA-6-302014,TCP,172.23.0.108,10.32.5.57,(empty),(empty),49238,6667,6667_tcp,outbound,0,1
06/Apr/2012 17:41:41,Info,Deny,ASA-6-106015,TCP,172.23.0.108,10.32.5.57,(empty),(empty),49238,6667,6667_tcp,(empty),0,0
06/Apr/2012 17:41:41,Info,Built,ASA-6-302013,TCP,172.23.0.108,10.32.5.54,(empty),(empty),49241,6667,6667_tcp,outbound,1,0
06/Apr/2012 17:41:41,Info,Teardown,ASA-6-302014,TCP,172.23.0.108,10.32.5.58,(empty),(empty),49239,6667,6667_tcp,outbound,0,1
06/Apr/2012 17:41:41,Critical,Deny,ASA-2-106001,TCP,10.32.5.58,10.32.0.1,(empty),(empty),6667,37018,37018_tcp,inbound,0,0
06/Apr/2012 17:41:41,Info,Teardown,ASA-6-302014,TCP,172.23.0.108,10.32.5.52,(empty),(empty),49240,6667,6667_tcp,outbound,0,1
06/Apr/2012 17:41:41,Info,Built,ASA-6-302013,TCP,172.23.0.108,10.32.5.56,(empty),(empty),49242,6667,6667_tcp,outbound,1,0
06/Apr/2012 17:41:41,Info,Teardown,ASA-6-302014,TCP,172.23.0.108,10.32.5.56,(empty),(empty),49242,6667,6667_tcp,outbound,0,1
06/Apr/2012 17:41:41,Info,Built,ASA-6-302013,TCP,172.23.0.108,10.32.5.54,(empty),(empty),49243,6667,6667_tcp,outbound,1,0
06/Apr/2012 17:41:41,Info,Built,ASA-6-302013,TCP,172.23.0.108,10.32.5.56,(empty),(empty),49244,6667,6667_tcp,outbound,1,0
06/Apr/2012 17:41:41,Info,Built,ASA-6-302013,TCP,172.23.0.108,10.32.5.52,(empty),(empty),49245,6667,6667_tcp,outbound,1,0
06/Apr/2012 17:41:41,Info,Built,ASA-6-302013,TCP,172.23.0.108,10.32.5.54,(empty),(empty),49246,6667,6667_tcp,outbound,1,0
06/Apr/2012 17:41:41,Info,Built,ASA-6-302013,TCP,172.23.0.108,10.32.5.50,(empty),(empty),49247,6667,6667_tcp,outbound,1,0
06/Apr/2012 17:41:41,Info,Teardown,ASA-6-302014,TCP,172.23.0.108,10.32.5.50,(empty),(empty),49247,6667,6667_tcp,outbound,0,1
06/Apr/2012 17:41:41,Info,Built,ASA-6-302013,TCP,172.23.0.108,10.32.5.57,(empty),(empty),49248,6667,6667_tcp,outbound,1,0
06/Apr/2012 17:41:41,Info,Built,ASA-6-302013,TCP,172.23.0.108,10.32.5.58,(empty),(empty),49249,6667,6667_tcp,outbound,1,0
06/Apr/2012 17:41:41,Info,Teardown,ASA-6-302014,TCP,172.23.0.108,10.32.5.54,(empty),(empty),49243,6667,6667_tcp,outbound,0,1
06/Apr/2012 17:41:41,Info,Teardown,ASA-6-302014,TCP,172.23.0.108,10.32.5.56,(empty),(empty),49244,6667,6667_tcp,outbound,0,1
06/Apr/2012 17:41:41,Info,Teardown,ASA-6-302014,TCP,172.23.0.108,10.32.5.52,(empty),(empty),49245,6667,6667_tcp,outbound,0,1
06/Apr/2012 17:41:41,Info,Deny,ASA-6-106015,TCP,172.23.0.108,10.32.5.52,(empty),(empty),49245,6667,6667_tcp,(empty),0,0
06/Apr/2012 17:41:41,Info,Teardown,ASA-6-302014,TCP,172.23.0.108,10.32.5.54,(empty),(empty),49246,6667,6667_tcp,outbound,0,1
06/Apr/2012 17:41:41,Critical,Deny,ASA-2-106001,TCP,10.32.5.54,10.32.0.1,(empty),(empty),6667,47549,47549_tcp,inbound,0,0
06/Apr/2012 17:41:41,Info,Teardown,ASA-6-302014,TCP,172.23.0.108,10.32.5.57,(empty),(empty),49248,6667,6667_tcp,outbound,0,1
06/Apr/2012 17:41:41,Info,Teardown,ASA-6-302014,TCP,172.23.0.108,10.32.5.58,(empty),(empty),49249,6667,6667_tcp,outbound,0,1
06/Apr/2012 17:41:41,Info,Built,ASA-6-302013,TCP,172.23.0.108,10.32.5.58,(empty),(empty),49250,6667,6667_tcp,outbound,1,0
06/Apr/2012 17:41:41,Info,Built,ASA-6-302013,TCP,172.23.0.108,10.32.5.57,(empty),(empty),49251,6667,6667_tcp,outbound,1,0
06/Apr/2012 17:41:41,Info,Built,ASA-6-302013,TCP,172.23.0.108,10.32.5.57,(empty),(empty),49252,6667,6667_tcp,outbound,1,0
06/Apr/2012 17:41:41,Info,Built,ASA-6-302013,TCP,172.23.0.108,10.32.5.59,(empty),(empty),49253,6667,6667_tcp,outbound,1,0
06/Apr/2012 17:41:41,Info,Teardown,ASA-6-302014,TCP,172.23.0.108,10.32.5.58,(empty),(empty),49250,6667,6667_tcp,outbound,0,1
06/Apr/2012 17:41:41,Info,Teardown,ASA-6-302014,TCP,172.23.0.108,10.32.5.57,(empty),(empty),49251,6667,6667_tcp,outbound,0,1
06/Apr/2012 17:41:41,Info,Deny,ASA-6-106015,TCP,172.23.0.108,10.32.5.57,(empty),(empty),49251,6667,6667_tcp,(empty),0,0
06/Apr/2012 17:41:41,Info,Built,ASA-6-302013,TCP,172.23.0.108,10.32.5.50,(empty),(empty),49229,6667,6667_tcp,outbound,1,0
06/Apr/2012 17:41:41,Info,Built,ASA-6-302013,TCP,172.23.0.108,10.32.5.50,(empty),(empty),49237,6667,6667_tcp,outbound,1,0
06/Apr/2012 17:41:41,Info,Teardown,ASA-6-302014,TCP,172.23.0.108,10.32.5.50,(empty),(empty),49229,6667,6667_tcp,outbound,0,1
06/Apr/2012 17:41:41,Info,Teardown,ASA-6-302014,TCP,172.23.0.108,10.32.5.50,(empty),(empty),49237,6667,6667_tcp,outbound,0,1
06/Apr/2012 17:41:41,Info,Teardown,ASA-6-302014,TCP,172.23.0.108,10.32.5.59,(empty),(empty),49253,6667,6667_tcp,outbound,0,1
06/Apr/2012 17:41:41,Info,Teardown,ASA-6-302014,TCP,172.23.0.108,10.32.5.57,(empty),(empty),49252,6667,6667_tcp,outbound,0,1
06/Apr/2012 17:41:41,Info,Built,ASA-6-302013,TCP,172.23.0.108,10.32.5.59,(empty),(empty),49254,6667,6667_tcp,outbound,1,0
06/Apr/2012 17:41:41,Info,Built,ASA-6-302013,TCP,172.23.0.108,10.32.5.59,(empty),(empty),49255,6667,6667_tcp,outbound,1,0
06/Apr/2012 17:41:41,Info,Teardown,ASA-6-302014,TCP,172.23.0.108,10.32.5.59,(empty),(empty),49254,6667,6667_tcp,outbound,0,1
06/Apr/2012 17:41:41,Info,Deny,ASA-6-106015,TCP,172.23.0.108,10.32.5.59,(empty),(empty),49254,6667,6667_tcp,(empty),0,0
06/Apr/2012 17:41:41,Info,Teardown,ASA-6-302014,TCP,172.23.0.108,10.32.5.59,(empty),(empty),49255,6667,6667_tcp,outbound,0,1
06/Apr/2012 17:41:41,Info,Built,ASA-6-302013,TCP,172.23.0.108,10.32.5.54,(empty),(empty),49256,6667,6667_tcp,outbound,1,0
06/Apr/2012 17:41:41,Info,Teardown,ASA-6-302014,TCP,172.23.0.108,10.32.5.54,(empty),(empty),49256,6667,6667_tcp,outbound,0,1
06/Apr/2012 17:41:42,Info,Built,ASA-6-302013,TCP,172.23.0.108,10.32.5.50,(empty),(empty),49247,6667,6667_tcp,outbound,1,0
06/Apr/2012 17:41:42,Info,Teardown,ASA-6-302014,TCP,172.23.0.108,10.32.5.50,(empty),(empty),49247,6667,6667_tcp,outbound,0,1
06/Apr/2012 17:41:42,Info,Built,ASA-6-302013,TCP,172.23.0.108,10.32.5.50,(empty),(empty),49229,6667,6667_tcp,outbound,1,0
